1323532	Apachyus charteceus	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Dermaptera	family	Apachyidae	genus	Apachyus
1323558	Acerentomon sp. AD-2013	kingdom	Metazoa	phylum	Arthropoda	class	Protura	order	Protura	family	Acerentomidae	genus	Acerentomon
483950	Acanthosoma haemorrhoidale	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Hemiptera	family	Acanthosomatidae	genus	Acanthosoma
1777472	Abyssocucumis albatrossi	kingdom	Metazoa	phylum	Echinodermata	class	Holothuroidea	order	Dendrochirotida	family	Cucumariidae	genus	Abyssocucumis
185214	Liposcelis bostrychophila	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Psocoptera	family	Liposcelidae	genus	Liposcelis
1223722	Rhyacophila fasciata	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Trichoptera	family	Rhyacophilidae	genus	Rhyacophila
1325438	Hydroptila sp. AD-2013	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Trichoptera	family	Hydroptilidae	subfamily	Hydroptilinae	genus	Hydroptila
8084	Xiphophorus hellerii	kingdom	Metazoa	phylum	Chordata	class	Actinopteri	order	Cyprinodontiformes	family	Poeciliidae	subfamily	Poeciliinae	genus	Xiphophorus
217443	Cotesia vestalis	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Hymenoptera	family	Braconidae	subfamily	Microgastrinae	genus	Cotesia
1323536	Cosmioperla kuna	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Plecoptera	family	Eustheniidae	subfamily	Stenoperlinae	genus	Cosmioperla
233164	Nemophora degeerella	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Lepidoptera	family	Adelidae	genus	Nemophora
108931	Nilaparvata lugens	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Hemiptera	family	Delphacidae	subfamily	Delphacinae	genus	Nilaparvata
52562	Panorpa vulgaris	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Mecoptera	family	Panorpidae	genus	Panorpa
13139	Mastotermes darwiniensis	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Blattodea	family	Mastotermitidae	genus	Mastotermes
1323566	Leuctra sp. AD-2013	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Plecoptera	family	Leuctridae	subfamily	Leuctrinae	genus	Leuctra
1323549	Meinertellus cundinamarcensis	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Archaeognatha	family	Meinertellidae	genus	Meinertellus
328185	Menopon gallinae	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Phthiraptera	family	Menoponidae	genus	Menopon
63434	Leptopilina clavipes	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Hymenoptera	family	Figitidae	subfamily	Eucoilinae	genus	Leptopilina
1312446	Prorhinotermes simplex	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Blattodea	family	Rhinotermitidae	subfamily	Prorhinoterminae	genus	Prorhinotermes
417508	Pseudomallada prasinus	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Neuroptera	family	Chrysopidae	subfamily	Chrysopinae	genus	Pseudomallada
58589	Prosarthria teretrirostris	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Orthoptera	family	Proscopiidae	subfamily	Proscopiinae	genus	Prosarthria
161013	Thrips palmi	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Thysanoptera	family	Thripidae	subfamily	Thripinae	genus	Thrips
89825	Tricholepidion gertschi	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Zygentoma	family	Lepidotrichidae	genus	Tricholepidion
